pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14
62,Nunavut,Nunavut,02-05-2020,0,0,0,0,421,0,N/A,10856,0,0.00,0.00,0.00,0,,0,0,,,0.00,0,0.00,0,0.00
99,Repatriated travellers,Voyageurs rapatriés,02-05-2020,13,0,,13,76,13,100.00,,0,0.00,,,,,0,13,,,,0,,0,
1,Canada,Canada,02-05-2020,56703,11,3566,56714,866235,23801,41.97,23045,1653,3.00,150.88,9.49,175,6.29,29314,1050,51.75,29347,78.07,23360,62.15,2099,5.58
59,British Columbia,Colombie-Britannique,03-05-2020,2171,0,114,2171,81061,1376,63.38,15984,0,0.00,42.81,2.25,0,5.25,3157,0,31.37,681,13.43,553,10.90,36,0.71
48,Alberta,Alberta,03-05-2020,5766,0,95,5766,152123,2713,47.05,34800,96,1.69,131.91,2.17,1,1.65,3366,179,51.30,2958,67.67,3204,73.30,44,1.01
47,Saskatchewan,Saskatchewan,03-05-2020,433,0,6,433,29498,305,70.44,25116,12,2.85,36.87,0.51,0,1.39,651,3,28.18,122,10.39,118,10.05,2,0.17
46,Manitoba,Manitoba,03-05-2020,270,11,6,281,26253,237,84.34,19170,1,0.36,20.52,0.44,0,2.14,517,1,13.52,38,2.77,28,2.04,1,0.07
35,Ontario,Ontario,03-05-2020,17553,0,1216,17553,316796,12005,68.39,21748,434,2.54,120.50,8.35,40,6.93,16586,615,24.68,4332,29.74,6975,47.88,663,4.55
24,Quebec,Québec,03-05-2020,31865,0,2205,31865,230864,7258,22.78,27209,2209,7.45,375.55,25.99,69,6.92,6033,293,70.30,22402,264.02,13508,159.20,1328,15.65
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-05-2020,259,0,3,259,8819,232,89.58,16909,0,0.00,49.66,0.58,0,1.16,103,1,9.27,24,4.60,2,0.38,0,0.00
13,New Brunswick,Nouveau-Brunswick,03-05-2020,118,0,0,118,14559,118,100.00,18742,0,0.00,15.19,0.00,0,0.00,307,0,0.00,0,0.00,0,0.00,0,0.00
12,Nova Scotia,Nouvelle-Écosse,03-05-2020,971,0,37,971,31192,624,64.26,32111,8,0.83,99.96,3.81,6,3.81,418,15,31.93,310,31.91,296,30.47,28,2.88
11,Prince Edward Island,Île-du-Prince-Édouard,03-05-2020,27,0,0,27,3138,24,88.89,19994,0,0.00,17.20,0.00,0,0.00,52,0,11.11,3,1.91,1,0.64,0,0.00
60,Yukon,Yukon,03-05-2020,11,0,0,11,1023,11,100.00,25040,0,0.00,26.93,0.00,0,0.00,4,0,0.00,0,0.00,2,4.90,0,0.00
